name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan,successful_transfer
Alfredo Donnarumma,Centre-Forward,31,1.5,Italy,Serie B,Brescia Calcio,Italy,Serie B,Ternana Calcio,0.8,FALSE,FALSE
Betim Fazliji,Centre-Back,23,1.5,Switzerland,Super League,FC St. Gallen 1879,Germany,2. Bundesliga,FC St. Pauli,0.8,FALSE,TRUE
Alfa Semedo,Defensive Midfield,24,1.5,Portugal,Liga Portugal,Vitória Guimarães SC,Saudi Arabia,Professional League,Al-Tai,0.8,FALSE,FALSE
Nadhir Benbouali,Centre-Forward,22,1.5,Algeria,Ligue Professionnelle 1,Paradou AC,Belgium,Jupiler Pro League,RSC Charleroi,0.75,FALSE,FALSE
Näis Djouahra,Left Winger,22,1.5,Spain,Primera Federación - Gr. II,Real Sociedad B,Croatia,SuperSport HNL,HNK Rijeka,0.75,FALSE,FALSE
Stephen Odey,Centre-Forward,24,1.5,Belgium,Jupiler Pro League,KRC Genk,Denmark,Superligaen,Randers FC,0.672,FALSE,FALSE
Bruno Duarte,Centre-Forward,26,1.5,Portugal,Liga Portugal,Vitória Guimarães SC,Saudi Arabia,Professional League,Damac FC,0.6,FALSE,FALSE
Koffi Kouao,Right-Back,24,1.5,Portugal,Liga Portugal,FC Vizela,France,Ligue 2,FC Metz,0.6,FALSE,FALSE
Alex Timossi Andersson,Right Winger,21,1.5,Germany,Regionalliga Bayern,FC Bayern Munich II,Netherlands,Eredivisie,SC Heerenveen,0.55,FALSE,FALSE
Mateo Barac,Centre-Back,27,1.5,Russia,Premier Liga,FC Sochi,Russia,Premier Liga,Krylya Sovetov Samara,0.5,FALSE,FALSE
Gustav Berggren,Central Midfield,24,1.5,Sweden,Allsvenskan,BK Häcken,Poland,Ekstraklasa,Rakow Czestochowa,0.5,FALSE,FALSE
Thomas Monconduit,Defensive Midfield,31,1.5,France,Ligue 1,FC Lorient,France,Ligue 2,AS Saint-Étienne,0.5,FALSE,FALSE
Christian Makoun,Centre-Back,22,1.5,United States,MLS,Charlotte FC,United States,MLS,New England Revolution,0.364,FALSE,FALSE
Wesley Gasolina,Right Midfield,22,1.5,Italy,Serie C - A,Juventus Next Gen,Brazil,Série B,Cruzeiro Esporte Clube,0.35,FALSE,FALSE
Luca Itter,Left-Back,23,1.5,Germany,Bundesliga,SC Freiburg,Germany,2. Bundesliga,SpVgg Greuther Fürth,0.3,FALSE,FALSE
Grigoris Kastanos,Central Midfield,24,1.5,Italy,Serie C - A,Juventus Next Gen,Italy,Serie A,US Salernitana 1919,0.3,FALSE,TRUE
Jhegson Méndez,Defensive Midfield,25,1.5,United States,MLS,Orlando City SC,United States,MLS,Los Angeles FC,0.273,FALSE,FALSE
Damjan Bohar,Left Winger,30,1.5,Croatia,SuperSport HNL,NK Osijek,Poland,Ekstraklasa,Zaglebie Lubin,0.25,FALSE,FALSE
Bradley de Nooijer,Left-Back,24,1.5,Romania,SuperLiga,FCV Farul Constanta,Bulgaria,efbet Liga,CSKA-Sofia,0.2,FALSE,FALSE
Cristian Ferreira,Attacking Midfield,22,1.5,Argentina,Liga Profesional,CA River Plate,Argentina,Liga Profesional,CA Newell's Old Boys,0.19,TRUE,FALSE
Enis Destan,Centre-Forward,20,1.5,Turkey,Süper Lig,Trabzonspor,Poland,Ekstraklasa,Warta Poznan,0.075,TRUE,FALSE
Armindo Sieb,Second Striker,19,1.5,Germany,Regionalliga Bayern,FC Bayern Munich II,Germany,2. Bundesliga,SpVgg Greuther Fürth,0.05,FALSE,FALSE
John Souttar,Centre-Back,25,1.5,Scotland,Premiership,Heart of Midlothian FC,Scotland,Premiership,Rangers FC,0,FALSE,FALSE
Jón Dagur Thorsteinsson,Left Winger,23,1.5,Denmark,Superligaen,Aarhus GF,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0,FALSE,FALSE
Roman Bürki,Goalkeeper,31,1.5,Germany,Bundesliga,Borussia Dortmund,United States,Without League,St. Louis CITY SC,0,FALSE,FALSE
Faride Alidou,Left Winger,20,1.5,Germany,2. Bundesliga,Hamburger SV,Germany,Bundesliga,Eintracht Frankfurt,0,FALSE,TRUE
Himad Abdelli,Attacking Midfield,22,1.5,France,Ligue 2,AC Le Havre,France,Ligue 1,Angers SCO,0,FALSE,TRUE
Eran Zahavi,Centre-Forward,34,1.5,Netherlands,Eredivisie,PSV Eindhoven,Israel,Ligat ha'Al,Maccabi Tel Aviv,0,FALSE,FALSE
Tom Barkhuizen,Right Winger,28,1.5,England,Championship,Preston North End,England,League One,Derby County,0,FALSE,FALSE
Giorgio Chiellini,Centre-Back,37,1.5,Italy,Serie A,Juventus FC,United States,MLS,Los Angeles FC,0,FALSE,FALSE
Callum O'Dowda,Left Winger,27,1.5,England,Championship,Bristol City,Wales,Championship,Cardiff City,0,FALSE,TRUE
Marlon Pack,Central Midfield,31,1.5,Wales,Championship,Cardiff City,England,League One,Portsmouth FC,0,FALSE,FALSE
Patryk Szysz,Right Winger,24,1.5,Poland,Ekstraklasa,Zaglebie Lubin,Turkey,Süper Lig,Basaksehir FK,0,FALSE,FALSE
Reziuan Mirzov,Left Winger,29,1.5,Russia,Premier Liga,Spartak Moscow,Russia,Premier Liga,FK Khimki,0,FALSE,FALSE
Yuriy Gazinskiy,Central Midfield,33,1.5,Russia,Premier Liga,FK Krasnodar,Russia,Premier Liga,Ural Yekaterinburg,0,FALSE,FALSE
Ali Alipour,Centre-Forward,26,1.5,Portugal,Liga Portugal,CS Marítimo,Portugal,Liga Portugal,Gil Vicente FC,0,FALSE,FALSE
Soner Aydogdu,Central Midfield,31,1.5,Turkey,Süper Lig,Basaksehir FK,Turkey,Süper Lig,Antalyaspor,0,FALSE,FALSE
Anderson Silva,Centre-Forward,24,1.5,China,Super League,Beijing Guoan,Portugal,Liga Portugal,Vitória Guimarães SC,0,FALSE,FALSE
Alan Dzagoev,Central Midfield,32,1.5,Russia,Premier Liga,CSKA Moscow,Russia,1.Division,Rubin Kazan,0,FALSE,FALSE
Roman Bezus,Attacking Midfield,31,1.5,Belgium,Jupiler Pro League,KAA Gent,Cyprus,Protathlima Cyta,Omonia Nicosia,0,FALSE,FALSE
Sinan Bolat,Goalkeeper,33,1.5,Belgium,Jupiler Pro League,KAA Gent,Belgium,Jupiler Pro League,KVC Westerlo,0,FALSE,FALSE
Yusuf Sari,Right Winger,23,1.5,Turkey,1.Lig,Caykur Rizespor,Turkey,Süper Lig,Adana Demirspor,0,FALSE,FALSE
Anastasios Chatzigiovanis,Right Winger,25,1.5,Greece,Super League 1,Panathinaikos Athens,Turkey,Süper Lig,MKE Ankaragücü,0,FALSE,FALSE
Filip Stojkovic,Right-Back,29,1.5,Austria,Bundesliga,Rapid Vienna,Austria,Bundesliga,LASK,0,FALSE,FALSE
Ryan Fredericks,Right-Back,29,1.5,England,Premier League,West Ham United,England,Premier League,AFC Bournemouth,0,FALSE,FALSE
Przemyslaw Wisniewski,Centre-Back,23,1.5,Poland,Ekstraklasa,Górnik Zabrze,Italy,Serie B,Venezia FC,0,FALSE,TRUE
Munir,Goalkeeper,33,1.5,Turkey,Süper Lig,Hatayspor,Saudi Arabia,Professional League,Al-Wehda FC,0,FALSE,FALSE
Marçal,Left-Back,33,1.5,England,Premier League,Wolverhampton Wanderers,Brazil,Série A,Botafogo de Futebol e Regatas,0,FALSE,FALSE
Youssouf M'Changama,Attacking Midfield,31,1.5,France,Ligue 2,EA Guingamp,France,Ligue 1,AJ Auxerre,0,FALSE,FALSE
Raúl Gudiño,Goalkeeper,26,1.5,Mexico,Liga MX Apertura,Deportivo Guadalajara,United States,MLS,Atlanta United FC,0,FALSE,FALSE
Ömer Toprak,Centre-Back,32,1.5,Germany,Bundesliga,SV Werder Bremen,Turkey,Süper Lig,Antalyaspor,0,FALSE,FALSE
Kalifa Coulibaly,Centre-Forward,31,1.5,France,Ligue 1,FC Nantes,Serbia,Super liga Srbije,Red Star Belgrade,0,FALSE,FALSE
Ragnar Ache,Centre-Forward,23,1.5,Germany,Bundesliga,Eintracht Frankfurt,Germany,2. Bundesliga,SpVgg Greuther Fürth,0,TRUE,FALSE
Aden Flint,Centre-Back,32,1.5,Wales,Championship,Cardiff City,England,Championship,Stoke City,0,FALSE,TRUE
Pedrinho,Central Midfield,29,1.5,Portugal,Liga Portugal,Gil Vicente FC,Turkey,Süper Lig,MKE Ankaragücü,0,FALSE,FALSE
Stanislav Kritsyuk,Goalkeeper,31,1.5,Russia,Premier Liga,Zenit St. Petersburg,Portugal,Liga Portugal,Gil Vicente FC,0,FALSE,FALSE
Nemanja Miletic,Centre-Back,31,1.5,Serbia,Super liga Srbije,FK Partizan Belgrade,Cyprus,Protathlima Cyta,Omonia Nicosia,0,FALSE,FALSE
Gabriel,Goalkeeper,29,1.5,Italy,Serie A,US Lecce,Brazil,Série A,Coritiba Foot Ball Club,0,FALSE,FALSE
Jean-Kévin Augustin,Centre-Forward,25,1.5,France,Ligue 1,FC Nantes,Switzerland,Super League,FC Basel 1893,0,FALSE,FALSE
Frederik Jäkel,Centre-Back,21,1.5,Germany,Bundesliga,RB Leipzig,Germany,2. Bundesliga,Arminia Bielefeld,0,TRUE,TRUE
Burak Yilmaz,Centre-Forward,36,1.5,France,Ligue 1,LOSC Lille,Netherlands,Eredivisie,Fortuna Sittard,0,FALSE,FALSE
Brayan Angulo,Left-Back,32,1.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Deportivo Toluca,0,FALSE,FALSE
Lazare Amani,Central Midfield,24,1.5,Belgium,Jupiler Pro League,RSC Charleroi,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,0,FALSE,FALSE
Jimmy Giraudon,Centre-Back,30,1.5,France,Ligue 1,ESTAC Troyes,France,Ligue 2,AS Saint-Étienne,0,FALSE,FALSE
Milan Djuric,Centre-Forward,32,1.5,Italy,Serie A,US Salernitana 1919,Italy,Serie A,Hellas Verona,0,FALSE,TRUE
Yoel Bárcenas,Right Winger,28,1.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Mazatlán FC,0,FALSE,FALSE
Ivan Ignatjev,Centre-Forward,23,1.5,Russia,1.Division,Rubin Kazan,Russia,Premier Liga,Lokomotiv Moscow,0,FALSE,FALSE
Fernandinho,Defensive Midfield,37,1.5,England,Premier League,Manchester City,Brazil,Série A,Club Athletico Paranaense,0,FALSE,FALSE
Marin Ljubicic,Centre-Forward,20,1.5,Croatia,SuperSport HNL,HNK Hajduk Split,Austria,Bundesliga,LASK,0,TRUE,FALSE
George Honeyman,Attacking Midfield,27,1.5,England,Championship,Hull City,England,Championship,Millwall FC,0,FALSE,FALSE
Ivan Santini,Centre-Forward,33,1.5,Saudi Arabia,Professional League,Al-Fateh,Switzerland,Super League,FC Zürich,0,FALSE,FALSE
Dorgeles Nene,Centre-Forward,19,1.5,Austria,Bundesliga,Red Bull Salzburg,Belgium,Jupiler Pro League,KVC Westerlo,0,TRUE,FALSE
Sinan Kurt,Central Midfield,27,1.5,Turkey,Süper Lig,Adana Demirspor,Turkey,1.Lig,Eyüpspor,0,FALSE,FALSE
Yan Eteki,Central Midfield,24,1.5,Spain,LaLiga2,Granada CF,Portugal,Liga Portugal,Casa Pia AC,0,FALSE,FALSE
Clément Vidal,Centre-Back,22,1.5,France,Ligue 1,Montpellier HSC,France,Ligue 1,AC Ajaccio,0,FALSE,FALSE
Lukas Sadilek,Attacking Midfield,26,1.5,Czech Republic,Fortuna Liga,1.FC Slovacko,Czech Republic,Fortuna Liga,AC Sparta Prague,0,FALSE,FALSE
César Pinares,Attacking Midfield,31,1.5,Turkey,1.Lig,Altay SK,Chile,Primera División,CD Universidad Católica,0,FALSE,FALSE
David Barbona,Left Winger,27,1.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Querétaro FC,0,TRUE,FALSE
Gavin Kilkenny,Central Midfield,22,1.5,England,Premier League,AFC Bournemouth,England,Championship,Stoke City,0,TRUE,TRUE
Simon Adingra,Left Winger,20,1.5,England,Premier League,Brighton & Hove Albion,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,0,TRUE,FALSE
Riccardo Ciervo,Left Winger,20,1.5,Italy,Serie A,US Sassuolo,Italy,Serie B,Frosinone Calcio,0,TRUE,FALSE
Rómulo Otero,Attacking Midfield,29,1.5,Mexico,Liga MX Apertura,CD Cruz Azul,Brazil,Série A,Fortaleza Esporte Clube,0,FALSE,FALSE
Maya Yoshida,Centre-Back,33,1.5,Italy,Serie A,UC Sampdoria,Germany,Bundesliga,FC Schalke 04,0,FALSE,FALSE
Steven Sessegnon,Right-Back,22,1.5,England,Premier League,Fulham FC,England,League One,Charlton Athletic,0,TRUE,FALSE
Steve Mandanda,Goalkeeper,37,1.5,France,Ligue 1,Olympique Marseille,France,Ligue 1,Stade Rennais FC,0,FALSE,FALSE
Ivan Saranic,Right Winger,19,1.5,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Slovenia,Prva Liga,NK Bravo,0,TRUE,FALSE
John Mary,Centre-Forward,29,1.5,Saudi Arabia,Professional League,Al-Shabab Club (Riyadh),Japan,J1 League,Avispa Fukuoka,0,FALSE,FALSE
Leonardo Sernicola,Left-Back,24,1.5,Italy,Serie A,US Sassuolo,Italy,Serie A,US Cremonese,0,FALSE,FALSE
Zé Carlos,Right-Back,23,1.5,Portugal,Liga Portugal,SC Braga,Spain,LaLiga2,UD Ibiza,0,TRUE,FALSE
Rey Manaj,Centre-Forward,25,1.5,Spain,LaLiga,FC Barcelona,England,Championship,Watford FC,0,FALSE,TRUE
Iñigo Vicente,Left Winger,24,1.5,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga2,Racing Santander,0,FALSE,FALSE
Denys Favorov,Right-Back,31,1.5,Ukraine,Premier Liga,Zorya Lugansk,Poland,3 Liga - Group IV,Wieczysta Krakow,0,FALSE,FALSE
Rubén Yáñez,Goalkeeper,28,1.5,Spain,LaLiga,Getafe CF,Spain,LaLiga2,Málaga CF,0,FALSE,FALSE
Mitchell Weiser,Right-Back,28,1.5,Germany,Bundesliga,Bayer 04 Leverkusen,Germany,Bundesliga,SV Werder Bremen,0,FALSE,FALSE
Malik Tillman,Attacking Midfield,20,1.5,Germany,Bundesliga,Bayern Munich,Scotland,Premiership,Rangers FC,0,TRUE,FALSE
Benoît Costil,Goalkeeper,35,1.5,France,Ligue 2,FC Girondins Bordeaux,France,Ligue 1,AJ Auxerre,0,FALSE,FALSE
Riad Bajić,Centre-Forward,28,1.5,Italy,Serie A,Udinese Calcio,Turkey,Süper Lig,Giresunspor,0,FALSE,FALSE
Óscar Vanegas,Centre-Back,26,1.5,Mexico,Liga MX Apertura,Deportivo Toluca,Colombia,Liga DIMAYOR II,Millonarios FC,0,FALSE,FALSE
Alonso Aceves,Left-Back,21,1.5,Mexico,Liga MX Apertura,CF Pachuca,Spain,LaLiga2,Real Oviedo,0,TRUE,FALSE
Sergi Enrich,Centre-Forward,32,1.5,Spain,LaLiga2,SD Ponferradina,Spain,LaLiga2,Real Oviedo,0,FALSE,FALSE
Moussa Wagué,Right-Back,23,1.5,Spain,LaLiga,FC Barcelona,Croatia,SuperSport HNL,HNK Gorica,0,FALSE,FALSE
Luis Binks,Centre-Back,20,1.5,Italy,Serie A,Bologna FC 1909,Italy,Serie B,Como 1907,0,TRUE,FALSE
Davide Diaw,Centre-Forward,30,1.5,Italy,Serie A,AC Monza,Italy,Serie B,Modena FC,0,TRUE,FALSE
Luiz Phellype,Centre-Forward,28,1.5,Portugal,Liga Portugal,Sporting CP,Japan,J1 League,FC Tokyo,0,TRUE,FALSE
Cristo González,Centre-Forward,24,1.5,Italy,Serie A,Udinese Calcio,Spain,LaLiga2,Sporting Gijón,0,TRUE,FALSE
Nicholas Gioacchini,Centre-Forward,21,1.5,France,Ligue 2,SM Caen,United States,MLS,Orlando City SC,0,FALSE,FALSE
Marcelo Flores,Attacking Midfield,18,1.5,England,Premier League 2,Arsenal FC U21,Spain,LaLiga2,Real Oviedo,0,TRUE,FALSE
Victor Lobry,Attacking Midfield,27,1.5,France,Ligue 2,Pau FC,France,Ligue 2,AS Saint-Étienne,0,FALSE,FALSE
Samuel Owusu,Right Winger,26,1.5,Saudi Arabia,Professional League,Al-Fayha FC,Serbia,Super liga Srbije,FK Cukaricki,0,FALSE,FALSE
Vitolo,Left Winger,32,1.5,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga2,UD Las Palmas,0,TRUE,FALSE
Dwight Gayle,Centre-Forward,32,1.5,England,Premier League,Newcastle United,England,Championship,Stoke City,0,FALSE,TRUE
Jandro Orellana,Defensive Midfield,21,1.5,Spain,Primera Federación - Gr. II,FC Barcelona Atlètic,Andorra,LaLiga2,FC Andorra,0,FALSE,FALSE
Gabaski,Goalkeeper,33,1.5,Egypt,Premier League,Zamalek SC,Egypt,Premier League,Bank El Ahly,0,FALSE,FALSE
Alonso Escoboza,Left-Back,29,1.5,Mexico,Liga MX Apertura,CF América,Mexico,Liga MX Apertura,CD Cruz Azul,0,FALSE,FALSE
Michael Folorunsho,Central Midfield,24,1.5,Italy,Serie A,SSC Napoli,Italy,Serie B,SSC Bari,0,TRUE,FALSE
Tiago Gouveia,Right Winger,21,1.5,Portugal,Liga Sabseg,SL Benfica B,Portugal,Liga Portugal,GD Estoril Praia,0,TRUE,FALSE
Arthur Okonkwo,Goalkeeper,20,1.5,England,Premier League 2,Arsenal FC U21,England,League Two,Crewe Alexandra,0,TRUE,FALSE
Fábio Gomes,Centre-Forward,25,1.5,Brazil,Série A,Clube Atlético Mineiro,Brazil,Série B,Club de Regatas Vasco da Gama,0,TRUE,FALSE
Andre Poko,Defensive Midfield,29,1.5,Turkey,1.Lig,Altay SK,Saudi Arabia,Professional League,Al-Khaleej,0,FALSE,FALSE
Cote,Left-Back,32,1.5,Spain,LaLiga,CA Osasuna,Spain,LaLiga2,Sporting Gijón,0,FALSE,FALSE
Marcinho,Right-Back,26,1.5,Cyprus,Protathlima Cyta,Pafos FC,Brazil,Série B,Esporte Clube Bahia,0,TRUE,FALSE
Jonas Toró,Left Winger,23,1.5,Brazil,Série A,São Paulo Futebol Clube,Greece,Super League 1,Panathinaikos Athens,0,FALSE,FALSE
Braian Ojeda,Central Midfield,22,1.5,England,Premier League,Nottingham Forest,United States,MLS,Real Salt Lake City,0,TRUE,FALSE
Lenny Pintor,Left Winger,21,1.5,France,Ligue 1,Olympique Lyon,France,Ligue 2,AS Saint-Étienne,0,FALSE,FALSE
Sergio Carreira,Right-Back,21,1.5,Spain,LaLiga,Celta de Vigo,Spain,LaLiga2,Villarreal CF B,0,TRUE,FALSE
Kyle Duncan,Right-Back,24,1.5,Belgium,Jupiler Pro League,KV Oostende,United States,MLS,New York Red Bulls,0,TRUE,FALSE
Lautaro Blanco,Left-Back,23,1.5,Spain,LaLiga,Elche CF,Argentina,Liga Profesional,CA Rosario Central,0,TRUE,FALSE
Fede San Emeterio,Central Midfield,25,1.5,Spain,LaLiga,Real Valladolid CF,Spain,LaLiga,Cádiz CF,0,FALSE,FALSE
Joel Robles,Goalkeeper,32,1.5,Spain,LaLiga,Real Betis Balompié,England,Premier League,Leeds United,0,FALSE,FALSE
Douglas Tanque,Centre-Forward,28,1.5,United Arab Emirates,UAE Pro League,Khor Fakkan,Turkey,1.Lig,Samsunspor,0,FALSE,FALSE
Alexandru Matan,Attacking Midfield,22,1.5,United States,MLS,Columbus Crew,Romania,SuperLiga,FC Rapid 1923,0,TRUE,FALSE
Arturo Calabresi,Right-Back,26,1.5,Italy,Serie A,US Lecce,Italy,Serie B,Pisa Sporting Club,0,FALSE,FALSE
Arnór Ingvi Traustason,Left Winger,29,1.5,United States,MLS,New England Revolution,Sweden,Allsvenskan,IFK Norrköping,0,FALSE,FALSE
Mark Diemers,Central Midfield,28,1.5,Netherlands,Eredivisie,Feyenoord Rotterdam,Netherlands,Eredivisie,FC Emmen,0,TRUE,FALSE
Salvatore Sirigu,Goalkeeper,35,1.5,Italy,Serie B,Genoa CFC,Italy,Serie A,SSC Napoli,0,FALSE,FALSE
Andrea Favilli,Centre-Forward,25,1.5,Italy,Serie B,Genoa CFC,Italy,Serie B,Ternana Calcio,0,TRUE,FALSE
Adrián Marín,Left-Back,25,1.5,Spain,LaLiga2,Granada CF,Portugal,Liga Portugal,Gil Vicente FC,0,FALSE,FALSE
Nahuel Ferraresi,Centre-Back,23,1.5,England,Premier League 2,Manchester City U21,Brazil,Série A,São Paulo Futebol Clube,0,TRUE,FALSE
Mateus Sarará,Defensive Midfield,20,1.5,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Brazil,Série A,Avaí Futebol Clube (SC),0,TRUE,FALSE
Cristian Ortíz,Left Winger,29,1.5,Mexico,Liga MX Apertura,Club Tijuana,Argentina,Liga Profesional,Defensa y Justicia,0,TRUE,FALSE
Cristian Ortíz,Left Winger,29,1.5,Mexico,Liga MX Apertura,Club Tijuana,Argentina,Liga Profesional,Defensa y Justicia,0,TRUE,FALSE
Gaspar Campos,Left Winger,22,1.5,Spain,LaLiga2,Sporting Gijón,Spain,LaLiga2,Burgos CF,0,TRUE,FALSE
Liam Delap,Centre-Forward,19,1.5,England,Premier League 2,Manchester City U21,England,Championship,Stoke City,0,TRUE,TRUE
Federico Proia,Central Midfield,26,1.5,Italy,Serie C - A,LR Vicenza,Italy,Serie B,SPAL,0,TRUE,FALSE
Luther Singh,Left Winger,25,1.5,Denmark,Superligaen,FC Copenhagen,Portugal,Liga Portugal,GD Chaves,0,TRUE,FALSE
Islam Slimani,Centre-Forward,34,1.5,Portugal,Liga Portugal,Sporting CP,France,Ligue 1,Stade Brestois 29,0,FALSE,FALSE
Kevin Strootman,Central Midfield,32,1.5,France,Ligue 1,Olympique Marseille,Italy,Serie B,Genoa CFC,0,TRUE,TRUE
Brahima Ouattara,Attacking Midfield,19,1.5,France,N 3 - Corse-Méditer.,OGC Nice B,Switzerland,Challenge League,Neuchâtel Xamax FCS,0,FALSE,FALSE
Jordi Mboula,Right Winger,23,1.5,Spain,LaLiga,RCD Mallorca,Spain,LaLiga2,Racing Santander,0,TRUE,FALSE
Recep Niyaz,Attacking Midfield,27,1.5,Turkey,Süper Lig,Gaziantep FK,Turkey,1.Lig,Eyüpspor,0,FALSE,FALSE
Germán Valera,Right Winger,20,1.5,Spain,Segunda Federación - Gr. V,Atlético de Madrid B,Andorra,LaLiga2,FC Andorra,0,TRUE,FALSE
Antonio Barreca,Left-Back,27,1.5,Monaco,Ligue 1,AS Monaco,Italy,Serie B,Cagliari Calcio,0,FALSE,TRUE
Yayah Kallon,Right Winger,21,1.5,Italy,Serie B,Genoa CFC,Italy,Serie A,Hellas Verona,0,TRUE,TRUE
Marko Tolic,Attacking Midfield,26,1.5,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Slovenia,Prva Liga,NK Maribor,0,TRUE,FALSE
Naby Sarr,Centre-Back,29,1.5,England,Championship,Huddersfield Town,England,Championship,Reading FC,0,FALSE,TRUE
Léo Sena,Defensive Midfield,26,1.5,Italy,Serie A,Spezia Calcio,Brazil,Série A,Goiás Esporte Clube,0,FALSE,FALSE
Szabolcs Schön,Left Winger,21,1.5,United States,MLS,FC Dallas,Hungary,NB I.,MOL Fehérvár FC,0,FALSE,FALSE
Peru Nolaskoain,Defensive Midfield,23,1.5,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga2,SD Eibar,0,TRUE,FALSE
Ahmad Benali,Central Midfield,30,1.5,Italy,Serie C - C,FC Crotone,Italy,Serie B,Brescia Calcio,0,FALSE,FALSE
Roberto Insigne,Right Winger,28,1.5,Italy,Serie B,Benevento Calcio,Italy,Serie B,Frosinone Calcio,0,FALSE,FALSE
Felipe Caicedo,Centre-Forward,33,1.5,Italy,Serie B,Genoa CFC,Saudi Arabia,Professional League,Abha Club,0,FALSE,FALSE
Guido Carrillo,Centre-Forward,31,1.5,Spain,LaLiga,Elche CF,China,Super League,Henan Songshan Longmen,0,FALSE,FALSE
Simen Jukleröd,Left-Back,28,1.5,Belgium,Jupiler Pro League,KRC Genk,Norway,Eliteserien,Vålerenga Fotball,0,FALSE,FALSE
Mateusz Bogusz,Attacking Midfield,21,1.5,England,Premier League,Leeds United,Spain,LaLiga2,UD Ibiza,0,TRUE,FALSE
Ante Palaversa,Central Midfield,22,1.5,England,Premier League,Manchester City,France,Ligue 1,ESTAC Troyes,0,FALSE,FALSE
Amin Younes,Left Winger,29,1.5,Saudi Arabia,Professional League,Ettifaq FC,Netherlands,Eredivisie,FC Utrecht,0,TRUE,FALSE
Saido Berahino,Centre-Forward,29,1.5,England,League One,Sheffield Wednesday,Cyprus,Protathlima Cyta,AEL Limassol,0,FALSE,FALSE
Peter Zulj,Central Midfield,29,1.5,Turkey,Süper Lig,Basaksehir FK,China,Super League,Changchun Yatai,0,FALSE,FALSE
Simy,Centre-Forward,30,1.5,Italy,Serie A,US Salernitana 1919,Italy,Serie B,Benevento Calcio,0,TRUE,FALSE
Rick van Drongelen,Centre-Back,23,1.5,Germany,Bundesliga,1.FC Union Berlin,Germany,2. Bundesliga,FC Hansa Rostock,0,TRUE,FALSE
Aurélien Scheidler,Centre-Forward,24,1.5,France,Ligue 2,Dijon FCO,Italy,Serie B,SSC Bari,0,FALSE,FALSE
Matija Nastasić,Centre-Back,29,1.5,Italy,Serie A,ACF Fiorentina,Spain,LaLiga,RCD Mallorca,0,FALSE,FALSE
Check Oumar Diakité,Central Midfield,19,1.5,France,Ligue 2,Paris FC,France,Ligue 2,AC Le Havre,0,TRUE,FALSE
Federico Fernández,Centre-Back,33,1.5,England,Premier League,Newcastle United,Spain,LaLiga,Elche CF,0,FALSE,FALSE
Terence Kongolo,Centre-Back,28,1.5,England,Premier League,Fulham FC,France,Ligue 2,AC Le Havre,0,TRUE,FALSE
Juanjo Narváez,Centre-Forward,27,1.5,Spain,LaLiga2,Real Zaragoza,Spain,LaLiga,Real Valladolid CF,0,FALSE,FALSE
Mehdi Zerkane,Right Winger,23,1.5,France,Ligue 2,FC Girondins Bordeaux,Greece,Super League 1,OFI Crete FC,0,TRUE,FALSE
Christopher Scott,Attacking Midfield,20,1.2,Germany,Regionalliga Bayern,FC Bayern Munich II,Belgium,Jupiler Pro League,Royal Antwerp FC,1.4,FALSE,FALSE
Kerem Atakan Kesgin,Central Midfield,21,1,Turkey,Süper Lig,Sivasspor,Turkey,Süper Lig,Besiktas JK,1.4,FALSE,FALSE
Jesse Joronen,Goalkeeper,29,1.4,Italy,Serie B,Brescia Calcio,Italy,Serie B,Venezia FC,1.25,FALSE,TRUE
Nahuel Estévez,Central Midfield,26,1.4,Italy,Serie C - C,FC Crotone,Italy,Serie B,Parma Calcio 1913,1,FALSE,TRUE
Mirko Pigliacelli,Goalkeeper,29,1.4,Romania,SuperLiga,Universitatea Craiova,Italy,Serie B,Palermo FC,0.5,FALSE,FALSE
Juan Pablo Álvarez,Right Winger,26,1.4,Argentina,Liga Profesional,CA Banfield,Argentina,Liga Profesional,CA Colon,0.285,TRUE,FALSE
Luigi Sepe,Goalkeeper,31,1.4,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,US Salernitana 1919,0,FALSE,TRUE
Tatsuhiro Sakamoto,Right Midfield,25,1.4,Japan,J1 League,Cerezo Osaka,Belgium,Jupiler Pro League,KV Oostende,0,FALSE,FALSE
Pablo Aguilar,Centre-Back,35,1.4,Mexico,Liga MX Apertura,CD Cruz Azul,Paraguay,Primera División Clausura,Club Libertad Asunción,0,FALSE,FALSE
Dor Peretz,Defensive Midfield,27,1.4,Italy,Serie B,Venezia FC,Israel,Ligat ha'Al,Maccabi Tel Aviv,0,FALSE,FALSE
